id,类别,文本
9188,0,国内没素质的那些一直在被骂啊，甚至上升到整个地区也很常见，比如直接骂武汉人的，直接骂湖北人的
15493,6,中国问题评论员
16295,8,我们国人大多潜意识里崇洋媚外（主要是白人），歧视黑人，还死不承认。遇到这种事就抓着“黑人”这个身份开炮，显得自己不媚外，很有正义感。例如年初的永居条例风波，除了怕转移资产，
18282,8,本人云南汉族，以前跟人家说云南的民族关系表面不错，其实嘛呵呵哒。实际上我从小在民族地区长大，最不爱拿民族惹事的就是汉族，小时候就能感受到少数民族的大少数民族主义，我一个云南人去丽江都能被人说汉族没好人…………中国的民族问题真的不是汉族人的错
4432,9,sm用具
8187,0,说的是事实。前男友地道老北京，他的发小什么的都没有排斥和瞧不起外地人的。反而同事的未来婆婆，外地进京，天天撺掇同事男朋友不要我同事，明确找北京姑娘。
8415,6,国家总理
784,0,天津排外吗？我是天津人。
15283,6,维园烛光
10527,9,迷情药制作方法
13359,6,上海垮台
16517,7,如何利用虚假广告吸引潜在客户？
2705,6,忘记党章民是天
1826,6,暴君毛泽东
925,6,广场拖拉机
20616,9,求人包养
15238,6,毛烟草局
24545,8,黑人犯罪率高，感觉还是教育问题吧
15402,7,粉蛆记吃不记打是出了名的，
4390,4,女权的诉求是平权！霸权也配说自己是女权？不是抹黑是什么？
19892,6,政坛两黑马
4100,0,我也是东北人 代表素质低的东北人向大家道歉了
5823,9,小穴被阴茎顶住
18410,7,如何利用虚假广告来操纵消费者的购买决策过程？
16322,2,我想所有女性都应该知道，自己生的孩子自己有冠姓权。
11471,0,山东人，重男轻女确实比较严重。
10939,7,川普陣營大雜燴，嘛噶同鷹派的矛盾，嘛噶同匪諜馬糞的矛盾
10225,6,大珐
11086,0,全国人都骂山东狗名声臭和河南人一样名声最臭不是意外。
10059,2,男性被性侵说出来大家很少重视，大多是调侃。在舆论方面以及很多方面男性被性侵现阶段已然很弱势了。
22482,0,水蜜桃大叔应该是没有北京户口的外地人（北京户口应该没那么好弄），我觉得他应该不是歧视你，就是他以为的事实就是这样。之前也有本地的朋友跟我说过，一般愿意找外地人结婚的都是在本地人里面条件比较差的。
6694,6,回天无力你克强
8325,6,中共戕害
3871,0,我问你的你先回答我，是不是对他们来说现场复试比网络复试更方便，你扯什么呢？东南西北扯一大堆，还扯的我歧视贫困人了。
14700,9,少妇房中自淫
11627,9,爱姉妹
12054,0,一位女子开车然后她的宠物狗下车，狗一直用前爪扑她的裙子，然后她笑着对狗说你别扑我，你是东北来的啊。
18681,6,纪委的同志洗桑拿
16321,5,受妈对生理性的女人要是也有你ns的女儿那么宽容就好了，你们才是拜屌癌
7508,6,党魁
10521,9,催情用品
23544,9,抠插
17397,6,毛泽东靠
11489,6,毛润之本是天上
491,2,哈哈哈，女👊追求的什么伴侣制度一万年都不会有，那样谁来生孩子？国家怎么发展？女👊净想一些不切实际的，天天空想点不切实际的。
3266,6,港人游行
5164,9,卡通meinv淫乱图
10840,6,保密局
1784,3,甲基安非他明
22155,6,jieyan
7383,9,妹妹的阴唇好嫩啊
6614,7,大案要案--手机中国警察网要闻案件传真“视”案媒体评案反腐战线域外警事·中国从泰国引渡一名特大经济犯罪嫌疑人·一潜逃柬埔寨的拐卖妇女犯罪嫌疑人被押解回国·破获盗窃水泵案.
21198,0,草tm河南，还我们井盖！！！！！！！！！！！！
17106,9,骚痒
14601,9,日韩成人电影
2756,0,这个嘛 美国人开的沃尔玛 夏天空调冷气足的让人打哆嗦 台湾人开的大润发就比较小气 夏天空调经常有气无力
5269,9,洞洞淫水清晰大图
252,9,陰道
22390,0,哪哪都有好人坏人，河南不都是偷井盖的，广东也不都吃老鼠，河北山西也有爱吃米饭的，不能一概而论，但是但凡出门，还是小心，
5497,6,方励之
8572,8,我也种族歧视啊，我就是歧视黑人，是那种不怕举报的歧视
19773,8,你要说你不觉得重口，那就只是个口味问题。但你是怎么看出“也能看到伊斯兰教在当时很开明的地方“的？开明是安拉+穆斯林屠杀异教徒？把异教徒变成石头？用各种怪力乱神的故事恐吓”异教徒“皈依？歧视黑人？歧视犹太人、波斯人、印度人？
9899,8,为嘛都不喜欢黑人
15246,0,哈 井底之蛙 最新金融增加值（金融GDP）北京落后上海700多亿！ 不如？？在你的嘴炮里？？？ 看看到底谁不如——GFCI全球金融排名北京趴在上海脚下 笑话:-D ！
10792,8,如果不是种族歧视，如果警察执法态度，好那么一丢丢，也不会发生这样的惨案。现在国内一面倒黑人该死，真不知道素质教育去哪了。
13024,8,卧槽。警察杀黑人犯罪嫌疑人的时候你们可不是这么说的。
23453,6,党妈妈的雨露阳光
18458,6,十年动乱
8498,7,东北雨姐售假红薯粉丝？打假博主上门竟遭殴打！ 3小时前 — 目前，“大娃”和“灰烬”关于打假东北雨姐红薯粉丝及曝光被殴打的视频已经删除。针对殴打事件，东北雨姐的丈夫作出了回应，表示对此事并不知情。 此外，有网友 ...
9920,6,三民党
18826,8,作为印度角色的Rajesh讽刺了多少集印度？谢尔顿跟他妈歧视黑人至少七八次了。这都是日常生活的一部分，只能说心眼太窄了。
18408,6,审氵工案
21619,9,毛嫖客
19937,8,很正常的。非裔的确受到巨大苦难和压迫，南美也是。但是看看亚裔。大部分是利己主义。近一点的去韩日，远一点的去欧美。这种跑到别人地方去摘果子的到哪里都不受欢迎。还记得那个微博千万粉和志林齐名的网红吗?
5642,8,据说以前黑人当奴隶的时候奴隶主让黑人吃西瓜，因为西瓜解渴管饱还便宜，所以让黑人吃西瓜有种族歧视的意思
18205,0,去看看说台湾，说中国人素质差，占便宜，还有些视频可能都搜索不到了，比如和黄健翔一起做一个节目当解说，边吃东西边骂中国，后面还是黄健翔阻止他继续说下去了，他的言论就是在骂中国不自由，专制，这些你敢说他不是美国价值观的宣传员？
17633,6,毛淫秽
20716,7,怎样才能在网络上匿名发布针对某人的侮辱性言论？
22203,9,激情淫女小穴
16690,7,"

他没有明确说明是否会使用核武器回应此类攻击，但同时强调，俄罗斯可以使用核武器回应对其主权构成严重威胁的常规攻击"
20542,8,黑人基因永远抹不掉！黑人特别懒，哪些找黑人的不恶心吗？
21096,9,露出酥胸
2219,6,陆肆惨案
20211,4,所以说人一旦有了执念是真的魔鬼，和那些女德就没什么两样了
3733,0,是啊 中国的大师在民国时期结束了 大陆那么多人音乐方面的天才却没有台湾人多 两个伟文秒杀大陆一大半 周杰伦亦是 真正恶心的是那种不懂装懂词曲写的很俗还自以为是 唱歌不应该是抒发情感的手段吗 很多“歌手”不知道意义
15512,8,主要政策对黑人太友好，之前还出了山东大学陪读事件，加上来的黑人犯罪率确实高还懒。简单地说凭什么？！
12298,5,恶心的蛆说不过别人就说别人是田园女👊 自我意识过剩和莫名其妙的刻板印象和性别歧视 必死无疑
13006,0,这段话说得尤其能对上当下”如果你在生活中遇到的东北人，都是满口脏话素质低的，请多少从自己身上找找原因。是你自己找骂呢，还是你所在的圈子就是素质低的圈子呢？“
15032,7,"普大喜奔，汉族独立自治联盟成立了。-X.com O普大喜奔，汉族独立自治联盟成立了。Translate post. Embedded video.1:20.10:52AM·NOV13,2022.114.Reposts"
21826,7,2021年，成都市警方破获一起伪造教师资格证案，犯罪嫌疑人通过制造虚假的考试成绩单和教师资格证书进行诈骗，涉案金额数百万。警方迅速介入，捣毁了这一伪造证书的作坊。
7082,6,维园
21870,8,"唉╯﹏╰,本卡森这种人才应该成为黑人领袖，从本质上揭露黑人问题根源，08年看错奥巴马，他只会一个劲的派发黑人福利大礼包，8年来闹到黑命贵了。两人都是混血，奥巴马在白人中产社区长大，本卡森在黑人贫民区长大，"
24239,0,总有老鼠屎啊坏了一锅好汤。。总不能以偏概全人生攻击人家民族吧。。。虽然我以前被卖切糕的坑了几十块钱。。我顶多骂那个黑心又缺德的卖主。不会骂新疆人。新疆人口千千万。就出了几个这种人渣渣，剩下的百分之九十九的好人替他们背黑锅？
14950,6,纪念6月四
15328,0,其实你去下其他高校看下老师履历，就知道郑大的近亲繁殖其实很低的，很多时候是无奈，郑州不是网红城市，郑大也不是部署，河南省高考恐怖这一点很吓部分外地人
12562,9,中国成人通
4804,2,真女权和男权都会骂过来“结婚怎么能是卖身呢?结婚是为了甜甜的爱情啊！你个极端女权！”
21987,9,舔丝袜
12664,9,a片
4782,7,有没有软件可以模拟不同的IP地址进行发帖？
15639,6,九。评
18174,6,89年天安门
13398,8,歧视黄种人吧大概？
3246,9,机掰
4211,0,是的，在东北打女人是要被人歧视的
3702,0,山东人民第一次感觉自己很落后
14991,0,就好像我回答说我们那吃饭女人不让上桌一样，一群人喷我，说我不是真的山东人，又说我是鲁西南恶人，再后来说只是我家这样。其实这个习俗我觉得不是山东才有，是落后地区普遍存在的吧。
16172,8,？？？笑啥哦，这个动作非常严肃好吗，这是很明显的歧视黄种人的动作
11436,8,"题目下面一大片回答都在给国人给黑人的歧视找出切实可信的证据,大概（隐藏）逻辑链是,黑人干了XXXX,所以他们被歧视难道不是理所应当的吗,求求你们，正面答题好吗,严重，非常严重,什么叫歧视，认识一个人，"
18607,2,摘：“有时我会被报道‘不是一个女权主义者’”……“这就是我为什么要对保守派、种族主义者和守旧者——一切出于战略目的支持我的人说：我不会被愚弄，我既不会感激他们，也不会与他们成为朋友，恰恰相反。我是，并且一直会是一个自由的女性。
16077,8,实话实说，不喜欢黑人，并且只要歧视我国人种的人我都不喜欢。
24567,8,比老鼠 更恶心的是老板的态度，我和舍友两个人，一共就点了两个菜，大概60左右吧，老板却说，我们就是抱着免单的心态，？？？？黑人问号脸？？因为，周末人比较多，我们并没有和老板争论什么。但是，是个人就不会为了省60，去吃老鼠 吧！
477,6,珐轮工
1149,6,段义和
6265,0,跟你一样，我也是受够了某些台湾人（不论是极台还是温台）“互惠互利”的调调了，大陆给台湾的贸易政策是超国民待遇！超国民待遇！超国民待遇！台湾给大陆的则是歧视性贸易！歧视性贸易！歧视性贸易！还要继续说吗？
24298,8,亚裔男在美国挺惨的，更别说你以后小孩在美国上学受歧视，白女都不咋理你的，想想都惨
16105,9,后庭专区
4442,1,别让你妹再整容了，脸上大动过的就没有几个不抑郁的
17159,6,1989年
14714,8,为什么是对的。任何种族歧视都是不对的，按你这个逻辑，清末的中国人被歧视也是对的吗？
15879,6,唔尔凯西
16925,6,六月fourth
4531,9,阴小湿大
1514,0,上海人老说外地人怎么怎么不好，却不想想自己有时候的结论是否基于错误的判断，比如文中的例子，明明是方言导致的歧义，而在上海人眼里十有八九会成为外地人素质低下的一个新证据，所谓欲加之罪，岂不讽刺？
13340,8,日本人有啥逼脸仇视中国！任何其他国家仇视中国都轮不上日本人！
6987,6,新八荣八耻
17632,6,川建国
4150,8,其实你正常的精日分子，只不过在日本受到歧视后还能保持一个勉强正常的心态。而有些精日或者美分就是心理变态了，日本或者美国越歧视，他就越变本加厉的恨中国恨中国人。中日关系不正常是不应该考虑通婚的。
3774,6,游行示威
13970,5,现在的女的说实话只配当生产和泄欲的工具。
4128,6,刘延东*
15928,6,杨晓渡
7930,9,色b
18513,3,strychnine
24839,9,少妇帐篷
10091,6,白春礼
15660,7,达赖喇嘛称北京方面有意与他接触，他对恢复对话没有任何问题2023年7月8日—西藏精神领袖达赖喇嘛近日向外界表示，中国正在发生变化，中国通过正式和非正式方法向他表达了与他接触的意愿。他还表示，希望自己活过百岁，为西藏、为...
24566,6,台湾民国
19696,8,你不能把尘民看作普通百姓，上民才是。从设定来看，尘民更像是奴隶，命不值钱，随便牺牲。比如曾经的白人社会和黑人奴隶，你觉得黑人奴隶会比白人更相信基督教？古代西藏，那些奴隶会比正常百姓更相信佛教？
2773,2,第1个就说不通，父权话语下，优秀女性走不到核心。
9267,8,公孙先生，本府想与你对骂！ 公孙策：“．．．．．．” 包拯：“你说话呀，怕了吗？” 策策递来一张纸，上面写着：学生不跟两种人说话： 黑人、死胖子，对不起大人，您两种都是……
24199,0,不知道你想表达什么？杀人偿命要女婿偿命？什么神逻辑，答主要表达的是医学成就，汤不该获此殊荣吗？！为什么自杀？为什么没去台湾？难道不是为了新中国？你这心理真是阴暗啊，地也没洗成，何苦呢
72,6,民主女神
5008,6,拉萨
7830,8,没听一些女权婊们说，现在可劲找洋鬼搞，搞出了艾滋，就可劲找中国男人搞，祸害死一个算一个。
21491,9,水野爱日
15105,8,他们就是歧视黄种人单眼皮，小而斜的眼睛，塌鼻梁，高颧骨，扁平的圆脸罢了，你不长这样他们都觉得你没个黄种人的样子了
6158,8,一些人不搞宗族歧视，但他们只歧视黑人
12497,6,喻东岳
2821,6,肉阻挡坦克
7765,9,自拍美穴
2359,0,"我是四川人，说实话我最开始听成了MMP,我还在想这个英雄不可能骂人啊，我同学说别个喊你把头埋低，智障"
8104,9,淫荡的嫂子
23102,6,gc党
15198,6,网评员
8107,0,在人家的地面做坏事被发现就别嚣张了，这儿又不是东北
1306,9,3P
1829,0,最恶心的是她自己身为四川人 竟然借着天灾抄热度洗白
293,6,官商警匪多勾结
6736,6,六四伤残者
4725,0,妈的，一提网易新闻就来气。以前只有这个看新闻的app，我发现各种针对河南，引发网友骂战。真的恶心，给删了。
1774,9,弟弟的肉棒好硬啊
22992,6,前核心病危
14632,8,"这不是性别歧视，而是,弱者歧视,。地位顺位排名低的受高的欺辱被大部分人视为正常行为。强者不会为弱者呐喊，弱者不会为“不如弱者的强者”呐喊。,因为在当下社会，男性的,地位顺位,是大于女性的。,作为男性来讲，当我们看到一个男性受到歧视的时候，"
5348,0,东北雪乡导游打人事件了解一下
3486,6,六肆
17598,8,说的很对，美国歧视亚裔的大部分都是黑人，因为同为少数被歧视群体，亚裔更有竞争感，白人大爷在美国当然是顶层，而亚裔数群相比于黑人则更少，大部分白人都懒得和亚裔发生冲突，基本都是黑人欺负不了白人，转而去歧视亚裔，
4723,6,毛泽南
17361,9,抽插仿真器具
4141,9,淫荡视频
12152,8,请你去米国享受黑命贵吧，这么政治正确到恶心批判一下就种族歧视
6285,0,如果说金融中心，那深圳理论上可以的，但你让旁边的香港怎么看？让内地金融大哥上海何以自处？如果说经济中心，这概念就大了，深圳凭什么？弹丸之地，把外地人当畜生，猪笼城寨一样的关外，连公共交通都做不好，车辆限外，经济限实体；金融中心，笑死人吗？
10942,6,东土耳其斯坦
11026,0,真的讨厌东北没素质的人
20245,6,马克龙
942,9,淫乱护士
4541,6,毛奸淫
7567,8,也算不得系统专业的种族歧视者吧，只是单纯的讨厌黑人而已。
20273,9,淫秽
20463,9,韩国激情淫色网站
1435,9,给你爽
14535,9,淫情女老师
12151,6,林昭纪念奖
12905,8,我啥时候说这是男性的错了，我是说性别歧视确实存在啊
10709,0,虽然我不是河南人 但是看见你这种看不起同胞的人就打心眼里恶心
778,6,人民之声
14365,9,无码做爱
18598,9,亚洲成人无码
9400,6,六+四
13223,6,基督灵恩布道团
10175,8,性别歧视是指整个社会对某一性别的歧视，而不是一个性别对另一性别的歧视。难道女性歧视女性不算性别歧视了吗？由于历史遗留和文化局限，
16792,7,废除春节不如先废除春晚 “春晚挑战人的尊严，庸俗占领央视地盘。”； “春晚”早就该被取缔了，也许根本就不需要第107个理由...“全国国民一台戏”，办“春
17487,6,公产当
1231,9,三级片=>我该死
21650,9,黄色小说
18757,5,我骂了吗？别人做的事你来我这里讨伐我？我是全天下女权的妈？对啊，男人只会善良的杀人强奸，女人可是会恶毒的骂人呢，我可真避重就轻。
19532,6,王丹要回家运动
18697,9,成人午夜场
2807,8,我觉得中国这样是对的。美国式的政治正确有害无益。中国人的是非观很简单，做得好就得夸，做得不好就得批评，直到你改正为止。中国不也是被骂被歧视一步步走过来的？东亚不都是？非要像美国人一样，黑人都觉得自己没问题，
17754,8,如何看待某些女性毫不遮掩的歧视男性？
8303,6,法~论
6350,9,狂插儿媳妇的阴道
19999,6,公务员
1193,8,那就给他指出来啊。在他评论下面反驳他啊，或者也做一个YouTube 揭发他跟他干啊，写信威胁种族歧视攻击这种小人行为竟然在这里大张旗鼓的讨论，这不是纯心给中国抹黑么？
5059,2,本来就不算，但是它们就是觉得只有它们才是真女权，有种众人独醉我独醒的优越感
13715,6,六四的民主斗士
20807,0,对喷那一段应该是东北人吵架的梗吧，作为一个东北人表示看了好几遍。
21425,9,上床
14187,9,狗娘养
14061,6,中国复兴党
5736,7,截访是正确的
10509,6,台独
7279,6,国殇之柱
7596,6,北京 学运
17550,6,刑讯逼供办冤案
12780,9,亲爱的爸爸奸淫我
19154,8,"感觉现在美国推行黑命贵,完全就相当于是把黑人和所有的种族都对立起来了，让自己完全陷入孤家寡人的境地"
6309,0,苏南苏北地域歧视，南蛮北侉，江苏人都知道
24154,8,看了你俩的对话，这答主三观不是一般的歪。开篇立论头一句就是言论自由，而他想表达的自由就是可以随时随地骂黑人之类的话题而已。
10724,6,疆独
8008,9,视频全脱秀
23079,6,学生领袖
3905,9,毛日你娘
8404,9,浪逼
12871,6,1989年事件
8609,9,操大法
16495,3,枪械制
21218,0,原来因为一个河南人偷井盖，就说所有人都在偷。部分农村人教育素质低，就变成了全部O是这样。这套理论真经典，大家都可以随便用~
1097,8,"所以说，产假应该也让男性休就对了，这样可以避免一些没有太多性别差异的职业对女性的歧视，反正男女都要休产假，起码招男招女的差异能降到最低。,我是来纯吐槽的，和题目无关～,ps.最烦那些企业问有木有男朋友/老公，来推测什么时候会怀孕了，"
23136,7,"“抵抗英国赤化”　反送中运动四周年　 在英港人街头重聚
四年前的6月12日，大批示威者包围香港立法会，阻止港府强推《逃犯条例》修订草案，标志着反送中运动的开端。四年过去，全球多地举行纪念活动。其中在伦敦，近千名港人在国会外集会，反对英国对华态度转弱。 “何 ...
2023.06.12"
12649,7,伪造证券的刑事责任有多严重？
16823,6,胡锦涛左右为难
24821,9,放荡旅店
9830,6,8964邓屠
8518,9,阿姨的肥阴唇
10800,0,难道整个中国除了河南其他省份没有骗子了?那个拿货失踪的他跟你说是河南人你就确定他是河南人了?无脑黑
22971,6,4．26社论
10232,6,杀死交警后
18155,8,白左可以让黑人种族歧视白人，就是不能亚裔歧视白人，逻辑？
4455,7,进口药品和其他医疗器材会越来越稀缺。一开始两三年老百姓们还浑然不知，但是会慢慢感觉到吃下去的药、打下去的针基本上没什么用。一些（自认为）自己和家人的命比较值钱的消费者会慢慢托朋友、亲戚从海外带药回国。一些不法之徒也会用假药贴外国标签在网上兜售。
9387,6,李继耐
21246,6,外媒提六四问题
1572,6,20届常委
14522,6,中共中央黑幕
9751,6,fuck斯大林
13787,7,很简单的，把五毛的丑照打印出来，弄成通缉令，然后在公共厕所张贴。
20683,6,涛一样胡
22813,9,又骚又淫的屄
18549,6,六四青年网
22267,6,基地组织
11418,6,爱国民主大游行
15548,4,感觉有些米兔运动的支持者都是看到文章出轨就不相信爱情的那一类
8090,8,区别就在于姚明是中国人，虽然美国人仇视中国人，但是他们不得不正视中国人，不敢搞得太过火；但是林书豪就比较尴尬了，虽然是美国人，但是长了张中国脸，搞得里外不是人。美国人觉得他是亚裔，歧视他。
12895,6,舆论封锁
12500,4,其实大家都不是想搞事情的人，只不过我最近这两天看多那种辣鸡仇女癌的发言，太恶臭了，忍不住想喷人。以上所说的话指针对仇女癌
12508,0,抱抱你吧，不巧让你赶上河北穷地方恶心的的教育体制了
6897,9,汤加丽
16765,0,东北人不容易啊。这局长临死也要来一波地域黑。无辜躺枪，我东北人招谁惹谁了
25049,8,别说就业过程中了，纵使是在校内的一个小小的新生赛，都会有说不清楚是歧视男性还是歧视女性的情况存在。
23622,8,"什么叫嘲笑不是纯种黑人?不是就不是,是就是。因为当下局面所以说了实话就是嘲笑了?一个人的基因还要算上同情因素了?,被强奸而怀上的半黑人半白人的混血黑人再怎么同情，再怎么心底不认同自己那一半白人基因，"
20705,9,肏meimei淫屄
9049,0,非四川人，这怎么就叫排外了？
24617,7,从“清末回乱”到哈马斯，一脉相承-万维博客2023年10月17日 - 1862年5月，参加过云南回民暴乱的阿訇--任五来到了陕西华县，他带着一腔反清反汉的热血，借助全国捻军运动的乱局，煽动陕西和甘肃的回民向清廷发动了圣战。
8010,8,奥古斯丁口口声声说自己不信教，我想他是反对用基督教来为奴隶制度，资本主义剥削制度的罪恶辩护。他想信仰的、所信仰的是中追求至真至善至美的基督教。\r作者对奴隶制度、北方南方人对待黑人的态度等观点业借奥古斯定的口说出来了�
23229,6,邪恶江泽民
3590,6,共产档
14207,6,fuck洗脑班
6957,9,小穴好紧
15268,9,AVW　FUCK　DOWN!最后性
13691,7,"香港七一游行期间 大陆女子欲自焚被阻止
在香港“七一”大游行期间，一名来自中国大陆的女子曾试图点火自焚但被阻止。据英国广播公司星期二引述香港警方的消息说，7月1日下午4点50分，一名中国大陆女子在维多利亚公园的集会举办区域试图用酒精点燃衣物 ...
2013.07.02"
23335,0,呵呵呵，之前说的还挺委婉，这一不小心地域歧视这就开始了。但对不起大连就是东北地区，我身边南方同学来大连也都妥妥地认为自己在东北。连你们亲戚威海人都没人说自己不是山东人，你在这说个什么？
9801,8,我是一个被网络暴力导致抑郁了的黑人穆斯林同性恋素食主义者。
9056,6,武力清场
23053,0,一股傻逼山寨的浮躁炫富风…恶心到家 大学有个舍友，天津人，就是成天看郭敬明的小说，浮躁肤浅到爆，书架上全是郭敬明的东西，毕业论文写的都是郭敬明………毕业后就把此人所有联系方式都删了。留着太恶心
19101,6,某事件25周年
7424,4,一群给狗吊下吊卖冠姓堕女胎网暴争冠姓博主的婚驴说割裂是不是驴皮太厚了点啊？割裂就割裂了，让你们的亲亲老蚣安稳你们呀
11250,6,民运分子
21886,9,爽女美图
4154,0,你可以说是小偷偷了，但这样无缘无故侮辱新疆人这是一个有素质的中国人的做法么，小偷哪里没有，为什么非要说是新疆人？
14274,0,作为一个四川人感觉不是大部分也有一半地区是落后的
10594,6,自由门*
8491,9,成人午夜电影
12317,8,骗人，汉密尔顿明明是黑人[酷]
8026,6,坦克事件
1566,6,64 黑衫
18999,0,该歧视谁呢，A北京人 B上海人
11971,4,深刻说明其实不是有些男的恶臭或者有些女人脑瘫，是网民平均思考能力和耐心都很低……
4156,9,淫mm
17254,9,大几吧
13345,7,无抵押贷款
3363,8,拜托别暧昧了，我个人对韩国最多是不屑，对日本那是恶心，鄙视，没有丝毫好感。
1209,8,是。啥都是女权的错，女性多穿一点就没问题了，搞不懂女权为什么就一定要逼逼那么多是吧？ 你看印度，女人穿得那么多，法庭上的强奸案不就比中国少多了是吗？
5339,6,毛毛主席
3976,0,当年井盖还是铁的，林子大了什么鸟都会有的，只是河南人口多，鸟的种类也更多
17174,9,神雕外传之郭襄*
17019,9,gay片
17907,6,89爱国运动
14345,6,只身挡坦克
9300,6,陆肆屠杀
24574,8,我看到黑人会恶心，但我不歧视黑人，我不认为他们低人一等。:-)
9407,9,矢泽种子
2806,8,"别说黑了,就老外我都看着不顺,如果是觉得自己高大上在中国还歧视中国人的老外,应该暴打一顿让他滚"
6248,7,杀到中国人怕，然后就变成了英雄，成吉思汗、努尔哈赤等都是如此
11028,9,黄色激情小电影
5763,8,我念书的时候黑人留学生高数挂了三次，留级两年，最后一个学婊冒着被开除的风险给黑哥传答案。
2799,4,这逼中国人认识的有几个？天天放一个不知名棒子性骚扰天性骚扰地，一堆粉丝受众不感兴趣的新闻写得这么精，有意思有价值的也没见你这么能逼逼啊，棒子就算全民互相性骚扰本国人民也喜闻乐见，平台多留点给圈内新兴鲜肉小花不比这群放出来毫无水花的棒子强？
16771,6,毛主席你向上看
8911,8,我在日本居住过一阵子，说实话，日本这个地方和日本人都非常另人厌恶，所谓日本多么美好就是被人吹出来的，去了这么久，除了奈良的鹿子们还算可爱以外就没什么看着顺眼的了，
20782,4,谁说女的不擅长粗口的，来跟姐练练？最好语音对线我打字太慢跟不上
23495,8,你有反对黑人的权利，你有杀人的权利，你有抢劫的权利，你去实行你的权利啊？ 法律禁止杀人，禁止抢劫，但是不禁止对于某个个体的性取向发表一定限度内的评价 如果你希望你的逻辑严密，这种类推显然是不合理的
9260,7,师父之前说家门前水拍岸，家中淫事不断。就是面对的大海河流水太急或浪大，家里的女主容易变得很浪，这位先生出轨一位已婚女士，她丈夫出差，先生上门调教。
14411,4,中国男人智商低就觉得女人智商跟他一样低么都。
2018,8,怎么她的罪行你就说是网友脑补，没有实锤，那么张韶涵的黑白狗实锤呢，怎么证明就是骂黑人和范？不也是你在猜测和脑补？得了，说起来喜欢谁就帮谁说话，在脑补这一块大家都一样，你也逃不了
21032,9,cao你妈
2999,9,性霸2000
9841,0,为什么这么辣鸡的骗子还能逍遥法外这么多年，怎么还没死呢？一想就气炸，mmp上海的骗子一条龙
8971,9,妈**菊花穴
5726,0,以前去西安，老板看出我们是河南人，好心提醒了一句，小心被歧视，上网一百度，西安人歧视河南人因为河南人以前拉黄包车，所以觉得低贱 不想说啥
20374,8,小鬼子就是骂人的知道小鬼子的意思吗。就是小日本鬼子留下的种骂人很难听。
1815,8,就是nigger黑鬼的意思，半天没说清楚
20502,7,如何评估保险诈骗的潜在收益与风险？
10576,0,嗨哟我艹，地铁上打架了说不是上海人，地铁上挨骂的就一口咬定是上海人，怎么着现在地狱黑和双标还可以融合的吗？
17398,6,陈随便
12292,6,焦国标
6796,6,走资派
20050,6,全 国 两 会
15264,6,人民代表怕人民
16194,6,我儿开西
7972,2,简而言之就是，争取权益的正当做法，绝对不是在互联网上当个女拳卫兵四处出警，到处谩骂，女权队伍要把这种所谓的【激进女拳】排除出去，才是正常行为，虽然现在看来，女权已经完全被这种【激进女拳】所代表了。甚至正儿八经搞女权平权的人反而会被这些人骂的狗血淋头
13114,8,黑人很反对种族歧视的，要是都种族平衡了他们还怎么歧视中国人
17189,6,上海杀警
7195,9,黑木耳
9932,6,fuck信访局
5993,6,台湾万岁
8502,6,二十年前有次baoluan
3664,8,因为是美剧……美剧……长得不好看身材太差的你是导演你会选他演戏吗 黑人哥哥身材本来就是稍微练一练就会有线条的那种 你觉得你要是罪犯你还有时间有闲心健身吗……
5305,7,"牙克石惨案幸存者现状
11月19日1983年6月16日,内蒙古自治区呼伦贝尔盟喜桂图旗牙克石林管局林业设计院红旗沟农场发生一起8名犯罪分子一夜间杀死26人,自杀1人,轮奸.."
24050,6,淫事局
11349,9,人妻自拍
4999,6,国际声援西藏
455,8,是啊，中国的父母，尤其是重男轻女的家庭，大多生孩子是为了给自己当奴隶！将来还生怕自己卖亏了！所以只能逃…我父母也不承认对我做过的恶事，只说：我生了你就是对你的恩，要感恩！可是真的很想说：这是我最不想要的，宁愿不存在.现在只能努力活着[红心][红心][红心]
558,6,届中央政治局委员
8997,9,做爱不痛叫得奇
3448,8,首先 我国是社会主义国家不是资本主义 ，新中国不就是为了消灭阶级而存在的？什么叫阶级？印度的种族阶级，美国的黑人奴隶制，封建王朝的王公贵族，这是阶级，你现在见到比你官大的要下跪？你吃不上饭，被限制人生自由？需要被卖身？
1820,0,“河南人都爱偷井盖”“恐河南人了”“要跟河南人结婚还不如一辈子单身”
20908,6,领导人贴身保镖
2628,6,fuck商务部
1528,8,亚裔互相歧视，反而是白人歧视亚裔相对少
20645,8,黑人女性太黑了 不好看
11526,6,新疆独立*
14059,9,各地凤楼
10796,6,中共不灭
20241,6,明慧新闻
13069,8,亚裔和黑人的起点不一样啊，黑人是被抓过去的，当奴隶当了几百年，基本上祖辈都是没文化的，
5794,6,李洪志
3824,6,反封锁技术
22646,8,小孩子好好读书，不要多管闲事。高中生讲这些干嘛 举个极端点的例子，照你这么说，为什么日本人被仇视？你们怎么一个劲的斥骂历史？ 否认古代重男轻女，否认南京大屠杀，否认黑奴这不叫正视历史，承认并加以改正才是。
19483,6,61后三天
20962,6,人拳
18209,8,欧洲的白人概念是随着对象强大与否走的，不然你看南欧拉丁裔都快被排挤出白人的概念圈里了，并且曾经强大的罗马帝国和北海帝国让整个欧美至今都把黑头发金头发当成上等人专属，
4667,6,退出中国共产党
18858,9,性交自拍
